,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21
693470,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693487,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693490,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693500,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693502,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693516,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693518,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
693592,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693605,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
693608,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693619,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693622,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693628,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
693629,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693639,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693646,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693679,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693690,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
693707,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693819,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
693821,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693825,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693826,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693829,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
693845,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693892,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693905,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
693906,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693916,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693925,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
693936,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
694005,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
694023,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694047,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694095,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694097,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694125,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694127,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694142,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
694143,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694147,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694150,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694156,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694159,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
694181,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
694186,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
694188,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694283,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694363,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694398,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694399,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694400,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
694401,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694402,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694403,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694404,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694405,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694406,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694407,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694409,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694410,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694411,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694412,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694413,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694414,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694415,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694418,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694419,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694420,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694422,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
694431,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
694434,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694436,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694452,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694453,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694458,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694476,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694483,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
694499,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
694517,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694529,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694554,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694577,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694583,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694630,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694645,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694710,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694780,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694859,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
